,Strain,Standard force,Test time,temp,"density, tex","density, g/cm^3",fiber type,"test speed, mm/min","polymer content, %","test speed, %/min"
0,411.81349754333496,1849.9234025743272,1.40997314453125,1.0,720,1.82,high modulus fiber,100,35.13513513513513,
0,422.5269854068756,1959.546169704861,35.05999023437835,1.0,720,1.82,high modulus fiber,2,37.91319344639264,
0,463.67397904396057,2153.1981082492402,75.14999999999964,1.0,720,1.82,high modulus fiber,1,38.70601589103291,
0,438.7056827545166,2041.5733608669705,3.5500390625002183,1.0,720,1.82,high modulus fiber,30,41.5426251691475,
0,429.91048097610474,1586.711907280816,1.530029296875,1.0,720,1.82,high modulus fiber,100,31.056495371848072,
0,414.0879213809967,1781.6556599934895,1.3499658203127183,1.0,720,1.82,high modulus fiber,100,40.11644025505961,
0,513.8673186302185,2324.1151665581597,1.4199731445296493,1.0,720,1.82,high modulus fiber,100,41.30434782608695,
0,414.2099618911743,1830.2207073635525,56.53004394531126,1.0,720,1.82,high modulus fiber,1,37.68032313906521,
0,459.62366461753845,2121.076939900716,2.1899926757814683,1.0,720,1.82,high modulus fiber,50,36.283185840707965,
0,537.8468632698059,2491.092137654622,9.290019531250437,1.0,720,1.82,high modulus fiber,10,35.36804308797127,
0,532.1728587150574,2561.9971991644966,5.089956054686809,1.0,720,1.82,high modulus fiber,20,40.77323827803674,
0,422.1611022949219,1917.3452097574868,57.12995849609433,1.0,720,1.82,high modulus fiber,1,34.406316428788344,
0,418.1865453720093,1911.6348758273655,12.079987792967586,1.0,720,1.82,high modulus fiber,5,30.501930501930502,
0,352.2200882434845,1595.4287601047092,10.139995117184299,1.0,720,1.82,high modulus fiber,5,27.638190954773876,
0,342.56598353385925,1572.0755123562283,10.629985351562937,1.0,720,1.82,high modulus fiber,5,33.76264949402024,
0,468.9032733440399,2200.183547973633,65.59002197265545,1.0,720,1.82,high modulus fiber,1,42.353883106485185,
0,300.9367883205414,1213.1759643554688,5.049978027343968,1.0,720,1.82,high modulus fiber,15,37.77009507346587,
0,401.04296803474426,1803.3789045545789,6.4700219726560135,1.0,720,1.82,high modulus fiber,15,28.07192807192807,
0,360.6659471988678,1650.0033959282769,31.08001953124767,1.0,720,1.82,high modulus fiber,2,29.226736566186105,
0,446.6473162174225,1980.651663886176,1.449951171875,1.0,720,1.82,high modulus fiber,100,38.020086083213776,
0,474.46584701538086,2170.1783752441406,35.25005371093721,1.0,720,1.82,high modulus fiber,2,37.91319344639264,
0,405.86933493614197,1873.0611165364583,3.6400048828127183,1.0,720,1.82,high modulus fiber,20,36.01895734597157,
0,366.4264678955078,1534.035419040256,2.42999267578125,1.0,720,1.82,high modulus fiber,30,31.92562243933186,
0,445.9073543548584,2010.973117404514,7.960002441406232,1.0,720,1.82,high modulus fiber,15,37.5902918231725,
0,431.56909942626953,1975.9944678412542,31.84002929687267,1.0,720,1.82,high modulus fiber,2,37.44569939183319,
0,434.3608021736145,1967.395796034071,1.9899804687502183,1.0,720,1.82,high modulus fiber,50,41.77897574123989,
0,413.9142334461212,1874.2108357747395,3.4699609375002183,1.0,720,1.82,high modulus fiber,30,27.19919110212335,
0,419.6566343307495,1852.8314887152776,2.09002685546875,1.0,720,1.82,high modulus fiber,50,39.15492957746479,
0,400.69183707237244,1789.0358022054036,3.8499658203127183,1.0,720,1.82,high modulus fiber,20,32.26716839134525,
0,373.4719753265381,1.7161255204942492,54.940026855469114,1.0,720,1.82,high modulus fiber,1,32.73123637496107,
0,526.9107818603516,2358.6430002848306,10.269999999999982,1.0,720,1.82,high modulus fiber,15,31.232091690544422,
0,432.2088658809662,1948.3689609103733,7.020009765625218,1.0,720,1.82,high modulus fiber,15,36.2267493356953,
0,367.1002984046936,1655.5407782660589,6.819987792968732,1.0,720,1.82,high modulus fiber,15,36.749633967789165,
0,482.06955194473267,2238.167019314236,4.520009765625218,1.0,720,1.82,high modulus fiber,20,38.70601589103291,
0,455.2060663700104,2109.114737616645,7.499980468749982,1.0,720,1.82,high modulus fiber,15,37.77009507346587,
0,345.50291299819946,1585.1636742485894,5.7000024414060135,1.0,720,1.82,high modulus fiber,15,39.06911142454161,
0,483.15998911857605,2204.164828830295,37.69999511718561,1.0,720,1.82,high modulus fiber,2,31.012456084318117,
0,435.3243112564087,2002.8561180962456,1.5999658203127183,1.0,720,1.82,high modulus fiber,100,37.08127002621614,
0,414.6885275840759,1959.9358893500432,8.859975585939537,1.0,720,1.82,high modulus fiber,7,40.74074074074074,
0,416.47133231163025,1972.5936008029514,10.759990234375437,1.0,720,1.82,high modulus fiber,7,40.083217753120664,
0,419.9739098548889,1883.0558980305989,2.099965820311809,1.0,720,1.82,high modulus fiber,50,35.50313526425798,
0,418.0976450443268,1914.4132097032334,6.819987792968732,1.0,720,1.82,high modulus fiber,15,33.5180055401662,
0,378.46696376800537,1751.1685061984592,53.070031738281614,1.0,720,1.82,high modulus fiber,1,39.120631341600905,
0,426.3564646244049,1994.811323377821,7.150014648437718,1.0,720,1.82,high modulus fiber,15,40.14962593516209,
0,449.36200976371765,2052.5265502929688,42.749973144531396,1.0,720,1.82,high modulus fiber,2,37.64434180138568,
0,446.8376934528351,1969.1575571695962,7.730021972656687,1.0,720,1.82,high modulus fiber,10,37.42757821552723,
0,456.91999793052673,2080.6121300591362,89.66999023437529,1.0,720,1.82,high modulus fiber,1,39.06911142454161,
0,400.4592299461365,1756.8310123019749,1.30999755859375,1.0,720,1.82,high modulus fiber,100,38.81019830028329,
0,372.25592136383057,1686.8411593967014,52.480004882812864,1.0,720,1.82,high modulus fiber,1,35.096153846153854,
0,411.65289282798767,1884.1829376220703,8.369975585937937,1.0,720,1.82,high modulus fiber,10,36.20791494388659,
0,453.25252413749695,2190.8531104193794,21.779980468750182,1.0,720,1.82,high modulus fiber,15,38.91402714932127,
0,411.24069690704346,1766.8830329047307,1.3800048828125,1.0,720,1.82,high modulus fiber,100,19.612951246743577,
0,369.59943175315857,1685.2193332248264,1.8499755859375,1.0,720,1.82,high modulus fiber,50,35.73341267479917,
0,432.283490896225,1997.0583055284287,4,1.0,720,1.82,high modulus fiber,20,45.98649662415603,
0,353.8215756416321,1612.4912601047092,5.6899926757810135,1.0,720,1.82,high modulus fiber,15,41.01583833970508,
0,450.56280493736267,2077.2249942355684,10.620026855467586,1.0,720,1.82,high modulus fiber,7,39.27466966544841,
0,426.74916982650757,1923.0629492865667,7.530009765625437,1.0,720,1.82,high modulus fiber,10,36.8421052631579,
0,398.65386486053467,1794.4762946234807,28.34002929687631,1.0,720,1.82,high modulus fiber,2,39.30879460522618,
0,424.47537183761597,1932.609383477105,12.149995117189974,1.0,720,1.82,high modulus fiber,5,40.805700191833374,
0,415.7816469669342,1865.2205929226345,3.1500146484377183,1.0,720,1.82,high modulus fiber,30,35.809806835066865,
0,362.1971011161804,1455.0989854600693,8.609965820312937,1.0,720,1.82,high modulus fiber,7,33.72200061368517,
0,428.06172370910645,2018.1712053087022,2.3299560546875,1.0,720,1.82,high modulus fiber,50,41.54420719331006,
0,479.2136549949646,2170.565626356337,8.589946289062937,1.0,720,1.82,high modulus fiber,10,37.391304347826086,
0,373.3299970626831,1666.2585313585068,11.699992675781687,1.0,720,1.82,high modulus fiber,5,38.091143594153046,
0,394.3924605846405,1770.5062221950955,11.140046386721224,1.0,720,1.82,high modulus fiber,5,33.23029366306028,
0,340.6098783016205,1558.2995554606118,7.909963378908287,1.0,720,1.82,high modulus fiber,7,39.427930454290525,
0,418.1934595108032,1853.9667053222656,1.34002685546875,1.0,720,1.82,high modulus fiber,100,37.154495199301714,
0,349.7019410133362,1605.5991160074868,2.729970703124309,1.0,720,1.82,high modulus fiber,30,36.82363264112313,
0,383.14786553382874,1768.9771202935112,7.230021972653049,1.0,720,1.82,high modulus fiber,10,41.336230309614336,
0,347.9137718677521,1595.0697428385415,9.050029296875437,1.0,720,1.82,high modulus fiber,7,25.51724137931035,
0,417.45078563690186,1934.7414245605469,8.860026855469187,1.0,720,1.82,high modulus fiber,7,36.934306569343065,
0,395.5710828304291,1762.803936428494,6.359975585939537,1.0,720,1.82,high modulus fiber,10,36.58250146799765,
0,380.56057691574097,1722.5682373046875,6.340017089845787,1.0,720,1.82,high modulus fiber,10,30.791413008651077,
0,431.2519431114197,2024.7791595458984,4.090017089843968,1.0,720,1.82,high modulus fiber,20,36.37702503681885,
0,314.62764739990234,1402.9956597222222,5.629995117185899,1.0,720,1.82,high modulus fiber,10,23.40425531914893,
0,396.1869478225708,1784.0356343587239,31.38000732422006,1.0,720,1.82,high modulus fiber,2,40.577716643741404,
0,475.03989934921265,2214.4103207058374,15.959992675783724,1.0,720,1.82,high modulus fiber,5,38.8967468175389,
0,425.0509738922119,1934.2023586697048,58.86999999999898,1.0,720,1.82,high modulus fiber,1,38.67120954003407,
0,640.3264999389648,3152.1691284179688,6.7700097656247635,1.0,720,1.82,high modulus fiber,20,42.0911528150134,
0,411.1696779727936,1863.6192864312065,12.970002441408724,1.0,720,1.82,high modulus fiber,5,37.28222996515679,
0,425.76277256011963,1943.5003967285156,4.900014648436809,1.0,720,1.82,high modulus fiber,20,31.341385886840442,
0,673.6627817153931,1405.7245485849646,28.830019531254948,1.0,747,1.82,high modulus fiber,5,,
0,1264.3499374389648,0.3796504298225046,58.700017089843755,1.0,800,1.79,high strength,5,23.0,
0,704.3689489364624,1151.744253217296,29.83996826171642,1.0,747,1.82,high modulus fiber,5,,
0,706.3899636268616,28.47495785040389,32.64001708984142,1.0,747,1.82,high modulus fiber,5,,
0,1129.3139457702637,0.7392297681421043,48.81002197266207,1.0,800,1.79,high strength,5,47.0,
0,980.439305305481,3347.707786560059,42.890058593751746,1.0,800,1.79,high strength,5,42.0,
0,722.7188944816589,3194.38131758806,31.85998779296642,1.0,747,1.82,high modulus fiber,5,,
0,674.5550036430359,262.6766508171357,30.78998046874767,1.0,747,1.82,high modulus fiber,5,,
0,857.0382595062256,1219.940674154953,36.629987792970496,1.0,747,1.82,high modulus fiber,5,,
0,621.9830513000488,2883.0493425525015,27.549990234379948,1.0,747,1.82,high modulus fiber,5,,
0,602.2430062294006,728.4051963060574,30.71997314452892,1.0,747,1.82,high modulus fiber,5,,
1,602.2430062294006,728.4051963060574,30.71997314452892,1.0,747,1.82,high modulus fiber,5,,
0,949.0578770637512,3221.9877090454106,41.600019531251746,1.0,800,1.79,high strength,5,23.0,
0,1289.2699241638184,4329.854736328125,34.85997802734346,1.0,800,1.79,high strength,5,37.96491228070175,
0,852.5981903076172,2836.4177856445312,23.139975585938373,1.0,800,1.79,high strength,5,39.863945578231295,
0,931.484043598175,3167.687713623047,26.02003173828416,1.0,800,1.79,high strength,5,37.96491228070175,
0,776.5981554985046,2627.4169006347656,28.09003906250291,1.0,800,1.79,high strength,5,37.96491228070175,
0,1015.9480571746826,3519.0928344726562,31.08001953125131,1.0,800,1.79,high strength,5,37.96491228070175,
0,1267.8017616271973,4163.973541259766,38.60997802734528,1.0,800,1.79,high strength,5,37.96491228070175,
0,1207.8156471252441,4159.858612060547,31.61004882812267,1.0,800,1.79,high strength,5,37.96491228070175,
0,1206.1059474945068,4154.478607177734,31.61999755859506,1.0,800,1.79,high strength,5,37.96491228070175,
0,1088.2526636123657,3493.7935180664062,29.15002685547006,1.0,800,1.79,high strength,5,37.96491228070175,
0,931.2562942504883,3194.1348266601562,24.250012207030522,1.0,800,1.79,high strength,5,37.96491228070175,
0,1228.461503982544,4168.079406738281,32.70996337890756,1.0,800,1.79,high strength,5,37.96491228070175,
0,1148.392915725708,3929.695037841797,38.35002929687471,1.0,800,1.79,high strength,5,37.96491228070175,
1,1148.392915725708,3926.4710998535156,38.67003662109346,1.0,800,1.79,high strength,5,37.96491228070175,
0,837.0830416679382,2794.2423706054688,29.08001953125131,1.0,800,1.79,high strength,5,38.738738738738746,
0,929.0429949760437,3232.962158203125,30.28998046874949,1.0,800,1.79,high strength,5,39.43338700284335,
0,1258.5033178329468,4201.5772705078125,32.89001708984506,1.0,800,1.79,high strength,5,37.96491228070175,
0,1156.5799713134766,3737.60595703125,30.63000732422006,1.0,800,1.79,high strength,5,37.96491228070175,
0,1104.2848825454712,3769.0142211914062,15.350007324221224,1.0,800,1.79,high strength,5,40.270270270270274,
0,958.7191939353943,3281.482452392578,26.32995849609506,1.0,800,1.79,high strength,5,37.96491228070175,
0,1030.1940441131592,3432.5581970214844,30.09997802734142,1.0,800,1.79,high strength,5,37.96491228070175,
0,839.000940322876,2830.98779296875,22.190024414061554,1.0,800,1.79,high strength,5,40.067796610169495,
0,739.9519085884094,2469.3274841308594,27.61004882812267,1.0,800,1.79,high strength,5,37.96491228070175,
0,1133.2626342773438,3857.2767333984375,30.16003662109506,1.0,800,1.79,high strength,5,37.96491228070175,
0,1168.6046123504639,3957.7313232421875,35.03997070312471,1.0,800,1.79,high strength,5,37.96491228070175,
0,1319.6760416030884,4428.816558837891,37.780012207032996,1.0,800,1.79,high strength,5,37.9649122807018,
0,1296.3701486587524,4421.8828125,36.590009765626746,1.0,800,1.79,high strength,5,37.96491228070175,
0,924.913763999939,3191.205322265625,30.360048828129948,1.0,800,1.79,high strength,5,37.96491228070175,
0,804.3281435966492,2656.263153076172,23.03999023437609,1.0,800,1.79,high strength,5,34.83228897899005,
0,785.3060364723206,2654.817352294922,28.77002197265392,1.0,800,1.79,high strength,5,37.96491228070175,
0,674.6370792388916,2275.039077758789,26.390026855468022,1.0,800,1.79,high strength,5,37.96491228070175,
0,1089.836835861206,3812.94580078125,30.89001708984506,1.0,800,1.79,high strength,5,37.96491228070175,
0,1157.667875289917,3947.7977600097656,31.05005126952892,1.0,800,1.79,high strength,5,37.96491228070175,
0,1106.330394744873,3747.262664794922,28.79999023437631,1.0,800,1.79,high strength,5,37.96491228070175,
0,1048.1899976730347,3631.7798767089844,37.00004394531243,1.0,800,1.79,high strength,5,37.96491228070175,
0,891.2743330001831,3040.877471923828,25.01997070312609,1.0,800,1.79,high strength,5,37.17128642501776,
0,1259.2058181762695,4250.9091796875,34.19005615234346,1.0,800,1.79,high strength,5,37.96491228070175,
0,1126.9409656524658,3920.2660217285156,29.08001953124767,1.0,800,1.79,high strength,5,37.96491228070175,
0,846.8016386032104,2821.6991271972656,22.55000000000109,1.0,800,1.79,high strength,5,35.82577132486388,
0,806.5730929374695,2681.874755859375,30.95001464843881,1.0,800,1.79,high strength,5,38.738738738738746,
0,1305.4388761520386,4468.6702880859375,35.08995849609346,1.0,800,1.79,high strength,5,37.96491228070175,
0,1126.9409656524658,3920.2660217285156,29.08001953124767,1.0,800,1.79,high strength,5,37.96491228070175,
0,1001.2830495834351,3482.3680114746094,27.00001220703416,1.0,800,1.79,high strength,5,37.96491228070175,
0,1028.275489807129,3468.0426635742188,26.19996337890916,1.0,800,1.79,high strength,5,37.96491228070175,
0,1250.8329153060913,4268.836120605469,31.65997558593517,1.0,800,1.79,high strength,5,37.96491228070175,
0,1249.2090463638306,3590.2117309570312,33.91002685546846,1.0,800,1.79,high strength,5,37.96491228070175,
0,787.0630621910095,2631.6746520996094,24.16004638672166,1.0,800,1.79,high strength,5,36.857142857142854,
0,756.9068670272827,2419.6302795410156,19.890036621094623,1.0,800,1.79,high strength,5,40.53944978812134,
0,922.8899478912354,3154.253631591797,33.52997070312449,1.0,800,1.79,high strength,5,37.96491228070175,
0,1111.1571788787842,3685.97021484375,28.52003173828416,1.0,800,1.79,high strength,5,37.96491228070175,
0,835.7427716255188,2848.2091369628906,24.080029296874272,1.0,800,1.79,high strength,5,37.96491228070175,
0,855.1232218742371,2906.7819213867188,25.060009765624272,1.0,800,1.79,high strength,5,37.19360568383659,
0,1046.8543767929077,1708.4579833984376,27.21002441406381,1.0,800,1.79,high strength,5,21.9,
0,1044.1240072250366,3655.253144836426,27.80005126953256,1.0,800,1.79,high strength,5,30.5,
0,1045.758605003357,1561.5130661010744,26.41003662109506,1.0,800,1.79,high strength,5,21.7,
1,1045.758605003357,1561.5130661010744,26.41003662109506,1.0,800,1.79,high strength,5,21.7,
0,1049.2016077041626,3599.082936096192,28.01997070312791,1.0,800,1.79,high strength,5,25.1,
0,1075.4919052124023,3692.848443603516,28.900036621093022,1.0,800,1.79,high strength,5,26.4,
0,908.4748029708862,3108.7530563354494,23.849987792968022,1.0,800,1.79,high strength,5,26.9,
0,634.1039538383484,2021.9389167785646,81.55000488281257,1.0,800,1.79,high strength,1,37.96846730421297,
0,828.0410766601562,2759.7112503051762,2.1299951171877183,1.0,800,1.79,high strength,100,40.74074074074074,
0,820.4841017723083,2742.2075653076176,122.02002929687478,1.0,800,1.79,high strength,1,43.08750296419255,
0,754.3230056762695,2493.594329833985,34.02001220703096,1.0,800,1.79,high strength,5,47.57536041939712,
0,622.4694848060608,1972.3262054443362,6.920024414062937,1.0,800,1.79,high strength,15,38.58751279426817,
0,1278.7655591964722,4236.057014465333,5.250051269529649,1.0,800,1.79,high strength,50,36.675461741424805,
0,863.6449575424194,2887.2629531860357,85.58002441406097,1.0,800,1.79,high strength,2,37.254901960784316,
0,899.9819755554199,3009.773179626465,24.059958496094623,1.0,800,1.79,high strength,7,37.904269081500644,
0,876.6968250274658,2882.823460388184,5.010000000000218,1.0,800,1.79,high strength,30,40.608760207869345,
0,903.4841656684875,3020.5056411743167,19.409995117187464,1.0,800,1.79,high strength,10,60.08647929486113,
0,930.3540587425232,3180.61854095459,38.600019531251746,1.0,800,1.79,high strength,5,39.96998499249625,
0,857.8468561172485,2856.0854446411136,29.76001220703074,1.0,800,1.79,high strength,7,38.144329896907216,
0,851.3727784156799,2883.583041381836,23.949963378905522,1.0,800,1.79,high strength,7,46.46442114655365,
0,675.2781271934509,2237.004128265381,40.660017089845496,1.0,800,1.79,high strength,3,40.32819492789657,
0,976.5386581420898,2362.0450622558596,5.099965820312718,1.0,800,1.79,high strength,30,22.254616132167143,
0,873.426079750061,2917.4342422485356,147.74996093749905,1.0,800,1.79,high strength,1,35.53585817888799,
0,683.3289265632629,2252.0742042541506,13.610017089843495,1.0,800,1.79,high strength,10,36.406995230524636,
0,869.9989914894104,2258.041735839844,149.60999755859484,1.0,800,1.79,high strength,1,32.3943661971831,
0,841.2908911705017,2710.3955703735355,11.050029296873618,1.0,800,1.79,high strength,15,36.541512427287145,
0,890.5360698699951,2974.9728439331057,16.319978027343495,1.0,800,1.79,high strength,10,32.641032837496496,
0,953.0012011528015,3219.768235778809,9.659953613281687,1.0,800,1.79,high strength,20,36.8421052631579,
0,636.0120177268982,1981.5735099792482,6.949992675781687,1.0,800,1.79,high strength,20,35.8974358974359,
0,936.0458254814148,3021.277513122559,2.3800048828125,1.0,800,1.79,high strength,100,41.93080087103799,
0,874.6909499168396,2891.2149047851567,12.099956054687937,1.0,800,1.79,high strength,15,35.205183585313165,
0,836.9393944740295,2821.6426391601567,26.969982910155977,1.0,800,1.79,high strength,5,48.5751017784444,
0,819.0550208091736,2723.094038391114,78.16000976562464,1.0,800,1.79,high strength,2,94.12052915237629,
0,792.5716042518616,2669.410699462891,13.020000000000437,1.0,800,1.79,high strength,10,39.3633148054573,
0,843.0997729301453,2758.233877563477,11.670024414062937,1.0,800,1.79,high strength,15,40.74074074074074,
0,913.5223031044006,2919.0025680541994,8.1299951171859,1.0,800,1.79,high strength,20,38.853503184713375,
0,742.559015750885,2480.3231033325196,72.30003417968692,1.0,800,1.79,high strength,2,40.26879044300647,
0,944.9262022972107,1899.3904518127445,17.449982910155995,1.0,800,1.79,high strength,10,33.37034980566352,
0,965.1792049407959,3149.2531173706057,5.450002441405559,1.0,800,1.79,high strength,30,37.839937839937846,
0,905.9450030326843,3047.70934753418,135.9900317382817,1.0,800,1.79,high strength,1,42.92508917954816,
0,754.0407180786133,2473.962944030762,5.479970703125218,1.0,800,1.79,high strength,30,43.38287331917905,
0,842.6014184951782,2705.4201919555667,7.890004882814537,1.0,800,1.79,high strength,20,38.57179421551062,
0,950.6615400314331,2277.433857727051,9.789958496094187,1.0,800,1.79,high strength,20,43.39622641509434,
0,803.5898804664612,2341.1056457519535,2.0900170898439683,1.0,800,1.79,high strength,100,41.16204952194165,
0,817.5321221351624,2738.679515075684,24.359997558593932,1.0,800,1.79,high strength,5,34.80032599837001,
0,815.7209753990173,2548.880682373047,124.57000732421875,1.0,800,1.79,high strength,1,42.62491035142243,
0,748.3300566673279,2466.2376693725587,67.09001220703067,1.0,800,1.79,high strength,2,35.79454253611557,
0,946.3919997215271,3174.169067382813,12.050029296875437,1.0,800,1.79,high strength,15,41.8745458948898,
0,734.1519594192505,2419.490252685547,65.63999999999942,1.0,800,1.79,high strength,2,40.1943683030152,
